pl_hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,hip_name,ra,dec,st_radv,st_radverr1,st_radverr2,st_optmag,st_optmagerr,st_optband,st_bmvj,st_bmvjerr,st_rad,st_raderr1,st_raderr2,st_metfe,st_metfeerr1,st_metfeerr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,pl_disc_refname,pl_letter
HD 96127,647.29999000,17.00000000,-17.00000000,1.420000,0.130000,-0.130000,0.300000,0.100000,-0.100000,,,,20.96000,12.99000,-12.99000,0,,HIP 54232,166.441452,44.301559,-37.45,0.13,-0.13,7.430,,V (Johnson),1.517,0.024,51.10,22.81,-22.81,-0.240,,,3943.00,23.00,-23.00,2.06,0.09,-0.09,,,,Gettel et al. 2012,b
CHXR 73,,,,210.000000,,,,,,,,,12.56900,8.37900,-5.23700,0,,,166.619893,-77.625877,,,,,,,,,,,,,,,,,,,,,0.002,,,Luhman et al. 2006,b
HIP 54373,7.76000000,0.00300000,-0.00300000,0.063000,0.001000,-0.001000,0.200000,0.110000,-0.110000,,,,0.02712,0.00579,-0.00579,0,,HIP 54373,166.865433,-19.291489,-4.37,0.33,-0.33,10.380,0.000,V (Johnson),1.430,0.010,,,,,,,4021.00,226.00,-146.00,,,,,,,Feng et al. 2019,b
HIP 54373,15.14400000,0.00800000,-0.00800000,0.099000,0.002000,-0.002000,0.200000,0.120000,-0.120000,,,,0.03914,0.00664,-0.00664,0,,HIP 54373,166.865433,-19.291489,-4.37,0.33,-0.33,10.380,0.000,V (Johnson),1.430,0.010,,,,,,,4021.00,226.00,-146.00,,,,,,,Feng et al. 2019,c
OGLE2-TR-L9,2.48553350,0.00000070,-0.00000070,0.030800,0.000500,-0.000500,,,,79.800,0.300,-0.300,4.50000,1.50000,-1.50000,0,1.610,,166.979921,-61.146263,,,,,,,,,1.53,0.04,,,,,6933.00,58.00,,,,,,,,Snellen et al. 2009,b
HD 97048,,,,130.000000,,,,,,40.000,,,2.50000,0.50000,-0.50000,0,,HIP 54413,167.013824,-77.654854,,,,8.447,0.014,V (Johnson),0.338,0.022,2.25,,,,,,10000.00,,,,,,0.003,,,Pinte et al. 2019,b
K2-7,28.67992000,0.00947000,-0.00947000,0.181400,0.004300,-0.004300,,,,,,,,,,,0.238,,167.093765,-1.065755,,,,13.213,0.030,V (Johnson),0.689,0.050,0.96,0.17,-0.08,-0.070,0.160,-0.160,5772.00,72.00,-91.00,,,,,,,Montet et al. 2015,b
OGLE-TR-182,3.97910000,0.00001000,-0.00001000,0.051000,0.001000,-0.001000,0.000000,,,85.700,0.300,-0.300,1.01000,0.15000,-0.15000,0,1.130,,167.327963,-61.095257,,,,,,,,,1.14,0.23,,,,,5924.00,64.00,,,,,,,,Pont et al. 2008,b
WASP-162,9.62468000,0.00001000,-0.00001000,0.087100,0.001300,-0.001300,0.434000,0.005000,-0.005000,89.300,0.500,-0.500,5.20000,0.20000,-0.20000,0,1.000,,168.292923,-17.657778,16.82,0.00,-0.00,,,,,,1.11,0.05,-0.05,0.280,0.130,-0.130,5300.00,100.00,-100.00,4.33,0.03,-0.03,12.970,2.350,-2.350,Hellier et al. 2018,b
K2-47,31.63720000,0.00880000,-0.00880000,0.177900,0.001600,-0.001600,,,,,,,,,,,0.169,,168.582596,2.780711,,,,14.085,0.110,V (Johnson),0.895,0.186,0.76,0.03,-0.03,,,,5054.00,82.00,-82.00,4.54,0.04,-0.04,,,,Crossfield et al. 2016,b
HD 97658,9.49090000,0.00160000,-0.00160000,,,,0.060000,0.050000,-0.050000,89.450,0.400,-0.400,0.03000,0.00000,0.00000,0,0.210,HIP 54906,168.638184,25.710384,-1.70,,,7.710,0.010,V (Johnson),0.860,0.010,0.74,0.01,-0.01,-0.300,,,5175.00,25.00,-25.00,4.49,0.04,-0.04,,,,Howard et al. 2011,b
EPIC 201497682,2.13174000,0.00022000,-0.00022000,,,,,,,,,,,,,0,0.062,,168.936646,0.488114,,,,14.102,0.060,V (Johnson),0.960,0.143,,,,,,,,,,,,,,,,Heller et al. 2019,b
GJ 422,26.16100000,0.08200000,-0.09800000,0.119000,0.014000,-0.011000,0.050000,0.210000,-0.050000,,,,0.03115,0.01762,-0.01259,0,,HIP 55042,169.000870,-57.547668,,,,11.550,0.014,V (Johnson),1.460,0.044,,,,,,,3323.00,,,,,,,,,Tuomi et al. 2014,b
K2-11,39.93767000,0.23229000,-0.23229000,0.225700,0.014300,-0.014300,,,,,,,,,,,0.674,,169.042007,1.986840,,,,13.386,0.090,V (Johnson),0.828,0.142,5.15,0.20,-4.39,-0.120,0.010,-0.170,5433.00,49.00,-144.00,,,,,,,Montet et al. 2015,b
K2-43,2.19888400,0.00002200,-0.00001100,,,,,,,89.260,1.850,-0.950,,,,0,0.216,,169.117142,-3.975440,,,,15.596,0.050,V (Johnson),1.658,0.112,0.54,0.05,-0.02,,,,3840.60,98.80,-49.50,,,,,,,Hedges et al. 2019,c
K2-43,3.47114900,0.00010400,-0.00005200,,,,,,,89.600,1.350,-0.670,,,,0,0.402,,169.117142,-3.975440,,,,15.596,0.050,V (Johnson),1.658,0.112,0.54,0.05,-0.02,,,,3840.60,98.80,-49.50,,,,,,,Crossfield et al. 2016,b
K2-5,10.93241000,0.00134000,-0.00134000,0.081800,0.005900,-0.005900,,,,86.950,2.470,-2.470,,,,,0.202,,169.303497,-1.877976,,,,14.910,0.030,V (Johnson),1.384,0.076,0.57,0.12,-0.12,-0.330,0.190,-0.190,3930.00,375.00,-375.00,4.71,0.21,-0.21,,,,Montet et al. 2015,c
K2-5,5.73594000,0.00064000,-0.00064000,0.053200,0.003800,-0.003800,,,,87.350,1.880,-3.370,,,,,0.170,,169.303497,-1.877976,,,,14.910,0.030,V (Johnson),1.384,0.076,0.57,0.12,-0.12,-0.330,0.190,-0.190,3930.00,375.00,-375.00,4.71,0.21,-0.21,,,,Montet et al. 2015,b
DP Leo,10220.00000000,730.00000000,-730.00000000,8.190000,0.390000,-0.390000,0.390000,0.130000,-0.130000,,,,6.05000,0.47000,-0.58000,0,,,169.316667,17.961417,,,,,,,,,0.01,,,,,,13500.00,500.00,-500.00,,,,,,,Qian et al. 2010,b
WASP-31,3.40590960,0.00000500,-0.00000500,0.046590,0.000350,-0.000350,0.000000,,,84.410,0.220,-0.220,0.47800,0.02900,-0.02900,0,1.549,,169.439021,-19.054773,-0.34,2.07,-2.07,11.700,0.200,V (Johnson),,,1.25,0.03,,,,,6302.00,102.00,,,,,,,,Anderson et al. 2011,b
HD 98219,433.80000000,2.00000000,-2.00000000,1.260000,0.120000,-0.120000,0.079000,0.040000,-0.040000,,,,1.96400,0.09900,-0.09900,0,,HIP 55174,169.448135,-23.975414,-10.30,0.13,-0.13,8.050,,V (Johnson),0.960,,4.60,,,,,,4925.00,,,3.36,,,,,,Johnson et al. 2011,b
K2-36,5.34088800,0.00008600,-0.00008600,0.054000,0.001000,-0.001000,0.000000,,,86.917,0.066,-0.056,0.02454,0.00724,-0.00724,0,0.285,,169.449066,3.866393,13.25,0.86,-0.86,11.800,0.030,V (Johnson),0.843,0.442,0.72,0.01,-0.01,-0.090,0.060,-0.040,4916.00,35.00,-37.00,4.62,0.01,-0.00,1.400,0.400,-0.500,Sinukoff et al. 2016,c
K2-36,1.42261400,0.00003800,-0.00003800,0.022300,0.000400,-0.000400,0.000000,,,84.450,0.780,-0.480,0.01227,0.00346,-0.00346,0,0.128,,169.449066,3.866393,13.25,0.86,-0.86,11.800,0.030,V (Johnson),0.843,0.442,0.72,0.01,-0.01,-0.090,0.060,-0.040,4916.00,35.00,-37.00,4.62,0.01,-0.00,1.400,0.400,-0.500,Sinukoff et al. 2016,b
K2-22,0.38107800,0.00000100,-0.00000100,0.008800,0.000800,-0.000800,,,,,,,1.40000,,,1,0.223,,169.482819,2.619070,,,,15.597,0.050,V (Johnson),1.445,0.103,0.57,0.06,-0.06,0.030,0.080,-0.080,3830.00,100.00,-100.00,4.65,0.12,-0.12,,,,Sanchis-Ojeda et al. 2015,b
K2-50,3.96151000,0.00046000,-0.00051000,,,,,,,,,,,,,0,0.089,,169.483627,5.988378,,,,14.717,0.050,V (Johnson),1.264,0.078,,,,,,,,,,,,,,,,Heller et al. 2019,c
K2-50,8.75290000,0.00130000,-0.00130000,0.070500,0.002200,-0.002200,,,,,,,,,,,0.142,,169.483627,5.988378,,,,14.717,0.050,V (Johnson),1.264,0.078,,,,,,,,,,,,,,,,Crossfield et al. 2016,b
K2-45,1.72926840,0.00000690,-0.00000690,0.022400,0.001200,-0.001200,,,,,,,,,,,0.599,,169.632874,-1.774130,,,,15.780,0.010,V (Johnson),1.270,0.061,0.45,0.07,-0.07,,,,4103.00,90.00,-90.00,4.82,0.07,-0.07,,,,Crossfield et al. 2016,b
K2-8,10.35239000,0.00086000,-0.00086000,0.085600,0.001400,-0.001400,,,,86.420,2.560,-1.370,,,,,0.319,,169.793671,-0.284375,,,,14.610,0.030,V (Johnson),1.117,0.036,0.74,0.04,-0.04,-0.020,0.040,-0.040,4870.00,60.00,-60.00,4.52,0.10,-0.10,,,,Montet et al. 2015,b
K2-8,5.06416000,0.00041000,-0.00041000,0.053200,0.000900,-0.000900,,,,86.700,2.480,-2.480,,,,,0.215,,169.793671,-0.284375,,,,14.610,0.030,V (Johnson),1.117,0.036,0.74,0.04,-0.04,-0.020,0.040,-0.040,4870.00,60.00,-60.00,4.52,0.10,-0.10,,,,Sinukoff et al. 2016,c
K2-35,5.60835200,0.00033500,-0.00033800,0.055000,0.002000,-0.002000,0.120000,0.156754,-0.096124,88.580,0.790,-0.440,,,,0,0.172,,170.103088,1.285956,,,,14.350,0.060,V (Johnson),1.190,0.078,0.62,0.03,-0.03,,,,4402.71,95.55,-93.27,,,,,,,Sinukoff et al. 2016,b
K2-35,2.39996400,0.00019800,-0.00020400,0.031000,0.001000,-0.001000,0.130000,0.173535,-0.105654,88.980,0.710,-0.980,,,,0,0.118,,170.103088,1.285956,,,,14.350,0.060,V (Johnson),1.190,0.078,0.62,0.03,-0.03,,,,4402.71,95.55,-93.27,,,,,,,Sinukoff et al. 2016,c
K2-13,39.91488000,0.32477000,-0.32477000,0.211400,0.006100,-0.006100,,,,,,,,,,,0.169,,170.155533,2.502696,15.45,1.39,-1.39,12.901,0.040,V (Johnson),0.708,0.050,0.78,0.09,-0.05,-0.540,0.120,-0.140,5698.00,45.00,-82.00,,,,,,,Montet et al. 2015,b
HD 98649,6022.97250000,412.73250000,-255.67500000,6.570000,0.310000,-0.230000,0.860000,0.040000,-0.020000,,,,6.79000,0.53000,-0.31000,0,,HIP 55409,170.215698,-23.217342,4.27,0.01,-0.01,8.000,,V (Johnson),0.658,,1.01,0.02,-0.02,0.050,0.040,-0.040,5790.00,58.00,-58.00,4.51,0.09,-0.09,2.420,1.620,-1.620,Marmier et al. 2013,b
HATS-59,5.41608100,0.00001600,-0.00001600,0.061120,0.000760,-0.000760,0.129000,0.049000,-0.049000,88.100,0.330,-0.330,0.80600,0.06900,-0.06900,0,1.126,,170.325000,-22.388167,-10.89,0.01,-0.01,13.951,0.030,V (Johnson),,,1.04,0.07,-0.07,0.180,0.064,-0.064,5670.00,91.00,-91.00,4.42,0.05,-0.05,4.300,2.300,-2.300,Sarkis et al. 2018,b
HATS-59,1422.00000000,14.00000000,-14.00000000,2.504000,0.035000,-0.035000,0.083000,,,,,,12.70000,0.87000,-0.87000,0,,,170.325000,-22.388167,-10.89,0.01,-0.01,13.951,0.030,V (Johnson),,,1.04,0.07,-0.07,0.180,0.064,-0.064,5670.00,91.00,-91.00,4.42,0.05,-0.05,4.300,2.300,-2.300,Sarkis et al. 2018,c
HD 98736,968.80000000,2.20000000,-2.20000000,1.864000,0.091000,-0.091000,0.226000,0.064000,-0.064000,,,,2.33000,0.78000,-0.78000,0,,HIP 55486 A,170.455597,18.190001,-3.35,0.18,-0.18,7.930,,V (Johnson),0.894,,0.93,0.04,-0.04,0.360,,,5271.00,,,,,,7.390,3.050,-3.050,Ment et al. 2018,b
HD 99109,439.29999000,5.60000000,-5.60000000,1.110000,0.020000,-0.020000,0.090000,0.120000,-0.120000,,,,0.44000,0.08000,-0.08000,0,,HIP 55664,171.072327,-1.529076,33.00,,,9.100,,V (Johnson),0.870,,0.98,0.02,-0.02,0.350,,,5282.00,32.00,-32.00,4.34,0.05,-0.05,,,,Butler et al. 2006,b
HAT-P-21,4.12448000,0.00000700,-0.00000700,,,,0.230000,0.020000,-0.020000,87.200,0.700,-0.700,4.87000,1.57000,-1.57000,0,1.110,,171.274955,41.027954,-53.19,0.09,-0.09,11.685,,V (Johnson),,,1.21,0.17,-0.17,0.010,,,5588.00,80.00,-80.00,4.33,0.06,-0.06,,,,Bakos et al. 2010,b
K2-27,6.77131500,0.00008500,-0.00008500,0.067020,0.000710,-0.000710,0.251000,0.088000,-0.088000,,,,0.09722,0.01447,-0.01447,0,0.400,,171.515167,1.230738,-37.77,0.00,-0.00,12.640,0.020,V (Johnson),0.862,0.073,0.89,0.04,-0.04,0.130,0.040,-0.040,5248.00,60.00,-60.00,4.48,0.05,-0.05,10.300,3.300,-5.200,Van Eylen et al. 2016,b
HD 99492,17.04310000,0.00470000,-0.00470000,0.120000,0.000000,0.000000,0.250000,0.090000,-0.090000,,,,0.07000,0.05000,-0.05000,0,,HIP 55848,171.692825,3.006328,3.10,0.10,-0.10,7.580,,V (Johnson),1.000,,0.83,0.07,-0.07,0.240,,,4815.00,185.00,-185.00,4.28,0.46,-0.46,,,,Marcy et al. 2005,b
WASP-171,3.81862440,0.00000380,-0.00000380,0.050400,0.000830,-0.000830,0.000000,,,88.300,1.100,-1.900,1.08400,0.09400,-0.09400,0,0.980,,171.845250,-44.088694,10.48,0.01,-0.01,,,,,,1.64,0.09,-0.05,0.040,0.070,-0.070,5965.00,100.00,-100.00,4.08,0.02,-0.05,5.908,1.051,-1.051,Nielsen et al. 2019,b
K2-164,17.35506600,0.00409700,-0.00380800,,,,,,,87.890,1.532,-3.662,,,,,0.290,,171.933670,-0.062840,-21.23,1.42,-1.42,11.235,0.020,V (Johnson),0.567,0.028,2.20,0.31,-0.25,-0.230,0.080,-0.080,5791.00,50.00,-50.00,3.81,0.10,-0.10,,,,Mayo et al. 2018,b
K2-10,19.30440000,0.00120000,-0.00120000,,,,0.310000,0.160000,-0.180000,,,,0.08495,0.05349,-0.05034,0,0.343,,172.121964,1.690636,8.20,0.00,-0.00,12.418,0.020,V (Johnson),0.720,0.112,0.98,0.08,-0.08,-0.070,0.070,-0.070,5620.00,70.00,-70.00,4.50,0.08,-0.08,,,,Montet et al. 2015,b
HD 99706,1278.00000000,151.00000000,-198.00000000,,,,0.411000,0.231000,-0.178000,,,,5.69000,1.43000,-0.96000,0,,HIP 55994,172.125885,43.966579,-30.07,0.13,-0.13,7.650,,V (Johnson),1.000,,5.52,,,,,,4862.00,,,3.09,,,,,,Bryan et al. 2016,c
HD 99706,841.00000000,32.00000000,-32.00000000,1.980000,0.140000,-0.140000,0.250000,0.160000,-0.160000,,,,1.23000,0.19000,-0.19000,0,,HIP 55994,172.125885,43.966579,-30.07,0.13,-0.13,7.650,,V (Johnson),1.000,,5.52,,,,,,4862.00,,,3.09,,,,,,Johnson et al. 2011,b
K2-3,24.64354000,0.00117000,-0.00117000,0.139900,0.007000,-0.007000,,,,89.120,0.620,-0.860,,,,,0.165,,172.334946,-1.454787,30.48,0.00,-0.00,12.170,0.010,V (Johnson),1.350,0.060,0.56,0.07,-0.07,-0.320,0.130,-0.130,3896.00,189.00,-189.00,4.72,0.13,-0.13,,,,Crossfield et al. 2015,c
K2-3,44.55983000,0.00590000,-0.00590000,0.207600,0.010400,-0.010400,,,,89.380,0.430,-0.640,,,,,0.135,,172.334946,-1.454787,30.48,0.00,-0.00,12.170,0.010,V (Johnson),1.350,0.060,0.56,0.07,-0.07,-0.320,0.130,-0.130,3896.00,189.00,-189.00,4.72,0.13,-0.13,,,,Crossfield et al. 2015,d
K2-3,10.05449000,0.00026000,-0.00026000,0.076900,0.003900,-0.003900,,,,88.800,0.840,-1.120,,,,,0.194,,172.334946,-1.454787,30.48,0.00,-0.00,12.170,0.010,V (Johnson),1.350,0.060,0.56,0.07,-0.07,-0.320,0.130,-0.130,3896.00,189.00,-189.00,4.72,0.13,-0.13,,,,Crossfield et al. 2015,b
K2-18,8.96200000,0.00800000,-0.00800000,0.060000,0.003000,-0.003000,0.470000,,,,,,0.02363,0.00418,-0.00418,0,,,172.560455,7.588391,0.65,0.00,-0.00,13.496,0.050,V (Johnson),1.509,0.078,0.41,0.04,-0.04,0.120,0.160,-0.160,3457.00,39.00,-39.00,,,,,,,Cloutier et al. 2017,c
K2-18,32.93962300,0.00009500,-0.00010000,0.142900,0.006000,-0.006500,0.200000,0.080000,-0.080000,,,,0.02807,0.00535,-0.00503,0,0.211,,172.560455,7.588391,0.65,0.00,-0.00,13.496,0.050,V (Johnson),1.509,0.078,0.41,0.04,-0.04,0.120,0.160,-0.160,3457.00,39.00,-39.00,,,,,,,Montet et al. 2015,b
K2-12,8.28212000,0.00060000,-0.00060000,0.080200,0.002100,-0.002100,,,,,,,,,,,0.208,,173.192032,2.244884,18.85,1.17,-1.17,12.258,0.010,V (Johnson),0.732,0.091,1.01,0.27,-0.09,0.030,0.130,-0.170,5800.00,53.00,-90.00,,,,,,,Montet et al. 2015,b
HD 100546,,,,53.000000,2.000000,-2.000000,,,,,,,,,,,6.900,HIP 56379,173.356003,-70.194786,,,,6.704,0.010,V (Johnson),0.003,0.017,,,,,,,10500.00,,,,,,0.005,0.004,-0.004,Quanz et al. 2015,b
HD 100655,157.57001000,0.65000000,-0.65000000,0.680000,0.040000,-0.040000,0.090000,0.050000,-0.050000,,,,1.61000,0.34000,-0.34000,0,,HIP 56508,173.765640,20.441545,-4.85,0.14,-0.14,6.450,,V (Johnson),1.010,0.015,10.06,0.86,-0.86,0.070,,,4891.00,46.00,-46.00,2.79,0.11,-0.11,,,,Omiya et al. 2012,b
GJ 433,3400.00000000,,,3.600000,,,0.080000,0.160000,-0.080000,,,,0.14159,,,0,,HIP 56528,173.862289,-32.539970,18.00,,,9.806,0.015,V (Johnson),1.513,0.015,,,,,,,3472.00,,,,,,,,,Tuomi et al. 2014,c
GJ 433,7.36970000,0.00340000,-0.00360000,0.060000,0.004000,-0.008000,0.050000,0.160000,-0.050000,,,,0.01668,0.00629,-0.00598,0,,HIP 56528,173.862289,-32.539970,18.00,,,9.806,0.015,V (Johnson),1.513,0.015,,,,,,,3472.00,,,,,,,,,Bonfils et al. 2013,b
HATS-18,0.83784000,0.00000047,-0.00000047,0.017400,0.000980,-0.000980,,,,85.290,0.013,-0.013,1.97950,0.07600,-0.07600,0,1.329,,173.957397,-29.156012,7.66,0.01,-0.01,14.067,0.040,V (Johnson),0.803,0.072,1.02,0.06,-0.03,,,,5600.00,120.00,-120.00,,,,,,,Penev et al. 2016,b
HD 100777,383.70001000,1.20000000,-1.20000000,1.030000,0.030000,-0.030000,0.360000,0.020000,-0.020000,,,,1.03000,0.04000,-0.04000,0,,HIP 56572,173.964676,-4.755697,1.25,0.16,-0.16,8.418,0.016,V (Johnson),0.777,0.028,1.04,0.02,-0.02,0.250,,,5533.00,3.00,-3.00,4.32,0.01,-0.01,,,,Naef et al. 2007,b
HATS-22,4.72281240,0.00000520,-0.00000520,0.050250,0.000420,-0.000420,0.079000,0.026000,-0.026000,87.960,0.210,-0.210,2.74000,0.11000,-0.11000,0,0.953,,174.009720,-29.543312,-7.37,0.02,-0.02,13.455,0.040,V (Johnson),,,0.69,0.03,-0.02,0.000,0.040,-0.040,4803.00,55.00,-55.00,4.64,0.03,-0.03,,,,Bento et al. 2017,b
K2-44,5.65688000,0.00059000,-0.00059000,0.065100,0.001100,-0.001100,,,,,,,,,,,0.243,,174.011627,-2.520881,47.46,1.00,-1.00,12.189,0.120,V (Johnson),0.593,0.126,1.58,0.15,-0.15,,,,5912.00,51.00,-51.00,4.10,0.06,-0.06,,,,Crossfield et al. 2016,b
K2-46,19.15410000,0.00410000,-0.00410000,0.138210,0.000960,-0.000960,,,,,,,,,,,0.183,,174.266342,-0.907261,,,,12.029,0.020,V (Johnson),0.456,0.028,1.29,0.12,-0.12,,,,6256.00,37.00,-37.00,4.20,0.07,-0.07,,,,Crossfield et al. 2016,b
K2-4,10.00341700,0.00101700,-0.00099600,0.078000,0.003000,-0.003000,0.080000,0.161192,-0.068641,89.540,0.320,-0.430,,,,0,0.187,,174.745636,-3.905585,,,,14.907,0.030,V (Johnson),1.322,0.058,0.57,0.05,-0.05,,,,4014.73,173.12,-154.57,,,,,,,Montet et al. 2015,b
K2-19,2.50856000,0.00041000,-0.00041000,0.034400,0.000600,-0.000600,,,,85.830,2.970,-4.740,,,,,0.102,,174.960312,0.603575,7.23,0.01,-0.01,13.000,0.010,V (Johnson),0.796,0.022,0.86,0.04,-0.04,0.100,0.040,-0.040,5430.00,60.00,-60.00,4.63,0.10,-0.10,,,,Dai et al. 2016,d
K2-19,7.91940000,0.00005000,-0.00005000,0.074000,0.001200,-0.001200,,,,89.470,0.410,-0.410,,,,,0.691,,174.960312,0.603575,7.23,0.01,-0.01,13.000,0.010,V (Johnson),0.796,0.022,0.86,0.04,-0.04,0.100,0.040,-0.040,5430.00,60.00,-60.00,4.63,0.10,-0.10,,,,Dai et al. 2016,b
K2-19,11.90715000,0.00150000,-0.00150000,0.097100,0.001600,-0.001600,,,,87.990,1.420,-1.990,,,,,0.434,,174.960312,0.603575,7.23,0.01,-0.01,13.000,0.010,V (Johnson),0.796,0.022,0.86,0.04,-0.04,0.100,0.040,-0.040,5430.00,60.00,-60.00,4.63,0.10,-0.10,,,,Dai et al. 2016,c
K2-16,2.71578000,0.00031000,-0.00031000,,,,,,,,,,,,,0,0.092,,175.097260,4.557340,,,,14.670,0.040,V (Johnson),0.999,0.041,,,,,,,,,,,,,,,,Heller et al. 2019,d
K2-16,7.61880000,0.00087000,-0.00087000,0.066700,0.001100,-0.001100,,,,87.970,1.470,-1.860,,,,,0.180,,175.097260,4.557340,,,,14.670,0.040,V (Johnson),0.999,0.041,,,,,,,,,,,,,,,,Montet et al. 2015,b
K2-16,19.07863000,0.00327000,-0.00327000,0.122900,0.002100,-0.002100,,,,87.830,1.680,-1.680,,,,,0.227,,175.097260,4.557340,,,,14.670,0.040,V (Johnson),0.999,0.041,,,,,,,,,,,,,,,,Montet et al. 2015,c
EPIC 201841433,4.16959000,0.00051000,-0.00053000,,,,,,,,,,,,,0,0.098,,175.206772,6.134857,,,,14.867,0.010,V (Johnson),1.033,0.022,,,,,,,,,,,,,,,,Heller et al. 2019,b
GJ 1148,41.38000000,0.00200000,-0.00100000,0.166000,0.001000,-0.001000,0.380000,0.010000,-0.012000,,,,0.30425,0.00444,-0.00321,0,,HIP 57050,175.435974,42.751972,-9.10,,,11.920,0.020,V (Johnson),1.520,0.015,0.40,,,,,,3264.00,,,,,,,,,Haghighipour et al. 2010,b
GJ 1148,532.58000000,4.14000000,-2.52000000,0.912000,0.005000,-0.002000,0.342000,0.050000,-0.062000,,,,0.21414,0.01545,-0.00689,0,,HIP 57050,175.435974,42.751972,-9.10,,,11.920,0.020,V (Johnson),1.520,0.015,0.40,,,,,,3264.00,,,,,,,,,Trifonov et al. 2017,c
HATS-1,3.44645900,0.00000400,-0.00000400,0.044400,0.000800,-0.000800,0.120000,0.092000,-0.092000,85.600,0.600,-1.400,1.85500,0.26200,-0.19600,0,1.302,,175.525336,-23.354836,-10.44,1.15,-1.15,12.053,0.017,V (Johnson),,,1.04,0.13,,,,,5870.00,100.00,,,,,,,,Penev et al. 2013,b
GJ 436,2.64388312,0.00000057,-0.00000057,0.029100,0.001500,-0.001500,0.138270,0.000180,-0.000180,86.440,0.170,-0.160,0.07000,0.00700,-0.00700,0,0.372,HIP 57087,175.546219,26.706570,9.60,,,10.670,0.010,V (Johnson),1.520,0.015,0.46,0.02,-0.02,,,,,,,4.79,0.05,-0.04,,,,Butler et al. 2004,b
HD 101930,70.46000000,0.18000000,-0.18000000,0.300000,0.010000,-0.010000,0.110000,0.020000,-0.020000,,,,0.25000,0.02000,-0.02000,0,,HIP 57172,175.875458,-58.006886,18.36,0.14,-0.14,8.210,0.000,V (Johnson),0.908,,0.86,0.02,-0.02,0.150,,,5108.00,27.00,-27.00,4.33,0.05,-0.05,,,,Lovis et al. 2005,b
WASP-85 A,2.65567770,0.00000044,-0.00000044,0.039000,0.001000,-0.001000,0.000000,,,89.690,0.110,-0.030,1.26500,0.06500,-0.06500,0,1.240,,175.908386,6.563726,14.01,0.96,-0.96,10.720,0.076,V (Johnson),0.707,0.119,0.94,0.02,-0.02,,,,6112.00,27.00,-27.00,,,,,,,Mo&#x10D;nik et al. 2016,b
K2-48,20.50650000,0.00350000,-0.00350000,0.134400,0.001200,-0.001200,,,,,,,,,,,0.200,,176.123550,3.272425,,,,14.277,0.030,V (Johnson),1.011,0.076,0.73,0.02,-0.02,,,,4899.00,78.00,-78.00,4.60,0.03,-0.03,,,,Crossfield et al. 2016,b
HIP 57274,431.70000000,8.50000000,-8.50000000,1.010000,,,0.270000,0.050000,-0.050000,,,,0.52670,0.03000,-0.03000,0,,HIP 57274,176.170685,30.959293,,,,8.980,0.040,V (Johnson),1.110,0.020,0.78,0.05,-0.05,0.010,,,4510.00,136.00,-136.00,4.11,0.46,-0.46,,,,Fischer et al. 2012,d
HIP 57274,32.03000000,0.02000000,-0.02000000,0.178000,,,0.050000,0.020000,-0.020000,,,,0.40902,0.00944,-0.00944,0,,HIP 57274,176.170685,30.959293,,,,8.980,0.040,V (Johnson),1.110,0.020,0.78,0.05,-0.05,0.010,,,4510.00,136.00,-136.00,4.11,0.46,-0.46,,,,Fischer et al. 2012,c
HIP 57274,8.13520000,0.00400000,-0.00400000,0.070000,0.000000,0.000000,0.190000,0.100000,-0.100000,,,,0.02000,0.01000,-0.01000,0,,HIP 57274,176.170685,30.959293,,,,8.980,0.040,V (Johnson),1.110,0.020,0.78,0.05,-0.05,0.010,,,4510.00,136.00,-136.00,4.11,0.46,-0.46,,,,Fischer et al. 2012,b
HD 102117,20.81330000,0.00640000,-0.00640000,0.150000,0.000000,0.000000,0.120000,0.080000,-0.080000,,,,0.17000,0.01000,-0.01000,0,,HIP 57291,176.210251,-58.703709,48.90,0.20,-0.20,7.470,,V (Johnson),0.720,,1.23,0.02,-0.02,0.280,,,5655.00,16.00,-16.00,4.29,0.02,-0.02,,,,Lovis et al. 2005,b
K2-9,18.44980000,0.00150000,-0.00150000,0.091000,0.013000,-0.016000,,,,87.983,1.593,-0.080,,,,,0.201,,176.264465,0.005301,-31.02,0.15,-0.15,15.630,,V (Johnson),,,0.31,0.11,-0.11,-0.250,0.200,-0.200,3390.00,150.00,-150.00,,,,1.000,,,Montet et al. 2015,b
WASP-129,5.74814500,0.00000400,-0.00000400,0.062800,0.000700,-0.000700,0.096000,,,87.700,0.200,-0.200,1.00000,0.10000,-0.10000,0,0.930,,176.298965,-42.063927,21.99,0.01,-0.01,12.300,0.600,V (Johnson),,,0.90,0.02,-0.02,0.150,0.090,-0.090,5900.00,100.00,-100.00,4.53,0.02,-0.02,1.000,0.900,-0.900,Maxted et al. 2016,b
